151	0	12.9366	0	0
298	0	12.9366	0	0
443	0	12.9366	0	0
586	0	12.9366	0	0
730	0	12.9366	0	0
871	0	12.9366	0	0
1012	0	21.5853	0	0
1154	0	24.9139	0	0
1297	0	22.1352	0	0
1440	0	7.74802	0	0
1583	0	7.74802	0	0
1729	0	7.74802	0	0
1872	0	7.74802	0	0
2013	0	7.74802	0	0
2155	0	7.74802	0	0
2299	0	7.74802	0	0
2439	0	7.74802	0	0
2582	0	7.74802	0	0
2725	0	7.74802	0	0
2872	0	7.74802	0	0
3017	0	7.74802	0	0
3158	0	7.74802	0	0
3300	0	7.74802	0	0
3443	0	7.74802	0	0
3586	0	7.74802	0	0
3729	0	7.74802	0	0
3873	0	7.74802	0	0
4012	0	7.74802	0	0
4154	0	7.74802	0	0
4297	0	7.74802	0	0
4440	0	7.74802	0	0
4583	0	7.74802	0	0
4725	0	7.74802	0	0
4869	0	7.74802	0	0
5008	0	7.74802	0	0
5150	0	7.74802	0	0
5292	0	7.74802	0	0
5435	0	7.74802	0	0
5577	0	7.74802	0	0
5720	0	7.74802	0	0
5864	0	7.74802	0	0
6004	0	7.74802	0	0
6146	0	7.74802	0	0
6289	0	7.74802	0	0
6433	0	7.74802	0	0
6576	0	7.74802	0	0
6720	0	7.74802	0	0
6865	0	7.74802	0	0
7011	0	7.74802	0	0
7155	0	7.74802	0	0
7300	0	7.74802	0	0
7445	0	7.74802	0	0
7588	0	7.74802	0	0
7731	0	7.74802	0	0
7875	0	7.74802	0	0
8017	0	7.74802	0	0
8160	0	7.74802	0	0
8303	0	7.74802	0	0
8445	0	7.74802	0	0
8584	0	7.74802	0	0
8726	0	7.74802	0	0
8869	0	7.74802	0	0
9010	0	7.74802	0	0
9153	0	7.74802	0	0
9297	0	7.74802	0	0
9436	0	7.74802	0	0
9578	0	7.74802	0	0
9719	0	7.74802	0	0
9862	11.3359	5.64333	0	0
10005	11.3359	5.64333	40	0
10144	11.3359	8.94961	40	0
10286	6.05179	12.2604	40	0
10426	6.05179	10.1971	40	0
10569	9.1258	9.97609	40	0
10710	22.1783	9.15194	40	0
10851	20.2178	8.36089	40	0
10992	20.2178	17.7608	40	0
11136	6.98041	13.3187	0	0
11275	17.917	7.57132	0	0
11415	17.917	14.465	0	0
11558	16.3462	7.01454	0	0
11701	16.3462	19.1873	0	0
11843	17.0004	8.69695	0	0
11986	17.0004	17.9924	0	0
12128	15.4394	6.60534	0	0
12268	15.4394	6.60534	0	0
12409	15.4394	7.19386	0	0
12552	15.4394	6.80717	0	0
12695	15.4394	5.71343	0	0
12839	15.4394	5.71343	0	0
12982	15.4394	5.71343	0	0
13122	15.4394	5.71343	0	0
13263	15.4394	5.71343	0	0
13406	15.4394	5.71343	0	0
13547	15.4394	5.71343	0	0
13690	15.4394	5.71343	0	0
13832	15.4394	5.71343	0	0
13971	15.4394	5.71343	0	0
14114	15.4394	5.71343	0	40
14256	15.4394	5.71343	0	40
14399	15.4394	5.71343	0	40
14542	15.4394	5.71343	0	40
14685	15.4394	5.71343	0	40
14824	15.4394	5.71343	0	40
14966	15.4394	5.71343	0	40
15105	15.4394	5.71343	0	0
15247	15.4394	5.71343	0	0
15390	15.4394	5.71343	0	0
15531	15.4394	5.71343	0	0
15671	15.4394	8.68779	0	0
15814	15.4394	8.68779	0	0
15957	15.4394	8.68779	0	0
16096	15.4394	8.68779	0	0
16238	15.4394	7.28186	0	0
16378	15.4394	7.28186	0	0
16521	15.4394	30.061	0	0
16664	15.4394	30.061	0	0
16804	15.4394	30.061	0	0
16946	15.4394	9.24714	0	0
17089	15.2318	12.1102	0	0
17233	15.2318	9.87985	0	0
17376	15.2318	7.88048	0	0
17520	15.2318	7.88048	0	0
17663	15.2318	7.88048	0	0
17806	15.2318	7.88048	0	0
17950	15.2318	7.88048	0	0
18094	15.2318	7.88048	40	0
18237	15.2318	7.88048	40	0
18381	15.2318	7.88048	40	0
18525	15.2318	7.88048	40	0
18668	15.2318	7.88048	40	0
18813	15.2318	7.88048	40	0
18957	15.2318	7.88048	40	0
19096	15.2318	7.88048	0	0
19238	15.2318	5.78269	0	0
19383	9.48515	9.76638	0	0
19525	11.4269	11.0226	0	0
19668	5.67147	11.2655	0	0
19810	5.67147	11.2655	0	0
19953	5.67147	7.00318	0	0
20092	5.67147	13.2348	0	0
20234	5.67147	5.81016	0	0
20377	5.67147	10.0318	0	0
20520	5.67147	11.9046	0	0
20663	5.67147	11.0658	0	0
20806	5.67147	8.40837	0	0
20949	9.85565	6.99181	0	0
21092	10.4668	8.27474	0	0
21232	10.4668	8.27474	0	0
21374	20.0993	8.30356	0	0
21515	20.0993	21.6699	0	0
21658	20.0993	24.3318	0	0
21802	20.0993	6.13022	0	0
21943	21.4558	7.64457	0	0
22082	21.4558	24.322	0	40
22225	21.4558	23.2578	0	40
22366	21.4558	23.2578	0	40
22509	22.9788	7.88048	0	40
22653	22.9788	26.5236	0	40
22797	22.9788	20.6039	0	40
22936	22.9788	22.6437	0	40
23078	18.2603	11.0226	0	0
23222	20.4137	11.4199	0	0
23365	20.4137	16.1206	0	0
23508	17.4076	8.82419	0	0
23651	17.4076	16.9394	0	0
23793	20.1626	9.95211	0	0
23937	20.1626	13.696	0	0
24076	20.1626	14.3545	0	0
24218	20.1626	7.00318	0	0
24360	20.1626	7.00318	0	0
24503	20.1626	7.00318	0	0
24645	20.1626	7.00318	0	0
24788	20.1626	8.67862	0	0
24928	20.1626	8.26511	0	0
25070	9.5103	6.81886	0	0
25211	9.5103	6.81886	0	0
25355	9.5103	6.81886	0	0
25498	9.5103	6.81886	0	0
25641	6.66534	6.23326	0	0
25782	6.66534	6.32204	0	0
25922	6.66534	6.32204	0	0
26064	6.66534	29.0919	40	0
26207	6.66534	9.3754	40	0
26350	6.66534	9.3754	40	0
26494	9.9361	8.79708	40	0
26637	9.9361	6.74844	40	0
26781	9.9361	6.74844	40	0
26919	9.9361	12.3123	40	0
27064	9.9361	12.3123	0	0
27206	9.9361	11.5102	0	0
27349	9.9361	11.5102	0	0
27490	9.9361	11.4408	0	0
27632	9.9361	8.76988	0	0
27772	5.93221	7.92079	0	0
27914	5.93221	10.5048	0	0
28057	5.93221	11.5516	0	0
28199	5.93221	17.8636	0	0
28343	5.93221	17.8636	0	0
28486	5.93221	17.8636	0	0
28628	5.93221	17.8636	0	0
28768	5.93221	12.2993	0	0
28910	10.2049	13.5909	0	0
29051	10.2049	14.8184	0	0
29193	10.2049	14.8184	0	0
29335	10.0635	7.43336	0	0
29475	10.0635	7.43336	0	0
29617	6.48369	7.50796	0	0
29761	6.48369	7.50796	0	0
29904	6.48369	7.50796	0	0
30048	6.48369	7.50796	0	40
30192	6.48369	11.073	0	40
30335	6.48369	11.073	0	40
30479	6.48369	11.073	0	40
30622	6.48369	11.073	0	40
30766	6.48369	11.073	0	40
30909	6.48369	11.073	0	40
31053	6.48369	11.073	0	0
31197	6.48369	11.073	0	0
31336	6.48369	11.073	0	0
31478	6.48369	11.073	0	0
31619	6.48369	11.073	0	0
31763	6.48369	11.073	0	0
31906	6.48369	11.073	0	0
32049	6.48369	16.7218	0	0
32188	6.48369	13.6143	0	0
32330	6.48369	11.918	0	0
32474	6.48369	9.11707	0	0
32614	6.48369	9.11707	0	0
32758	6.48369	9.11707	0	0
32899	6.48369	8.21681	0	0
33039	6.48369	6.07805	0	0
33180	6.48369	6.07805	0	0
33323	6.48369	6.07805	0	0
33467	6.48369	6.94611	0	0
33610	6.48369	6.94611	0	0
33753	6.48369	6.94611	0	0
33896	6.48369	6.94611	0	0
34036	6.48369	6.94611	40	0
34178	6.48369	6.94611	40	0
34318	6.48369	6.94611	40	0
34462	6.48369	6.94611	40	0
34605	6.48369	6.94611	40	0
34747	6.48369	6.94611	40	0
34886	6.48369	6.94611	40	0
35027	6.48369	5.64333	0	0
35170	6.48369	5.64333	0	0
35313	6.48369	10.7075	0	0
35454	6.48369	7.27092	0	0
35595	6.48369	7.02588	0	0
35737	6.48369	7.02588	0	0
35878	6.48369	7.21596	0	0
36018	6.48369	7.21596	0	0
36159	6.48369	5.78269	0	0
36301	6.48369	7.68612	0	0
36445	6.48369	8.77896	0	0
36587	6.48369	13.0042	0	0
36731	14.8077	5.95899	0	0
36874	14.8077	12.9428	0	0
37017	14.8077	12.9428	0	0
37160	14.8077	9.20399	0	0
37300	14.8077	9.20399	0	0
37442	14.8077	12.3832	0	0
37583	14.8077	13.1745	0	0
37726	14.8077	8.18769	0	0
37867	14.8077	31.0844	0	0
38007	14.1196	5.91877	0	40
38150	14.1196	14.3489	0	40
38293	14.1196	13.0286	0	40
38436	14.1196	15.7761	0	40
38579	14.1196	15.7761	0	40
38722	14.1196	16.8498	0	40
38866	14.1196	11.2725	0	40
39008	14.1196	16.897	0	0
39148	14.1196	13.5028	0	0
39290	14.1196	13.5028	0	0
39431	14.1196	13.5028	0	0
39574	14.1196	11.1089	0	0
39716	14.1196	11.1089	0	0
39855	14.1196	10.2438	0	0
39997	14.1196	10.0872	0	0
40138	14.1196	10.1658	0	0
40280	6.53262	9.58535	0	0
